event_name,event_date,user_pseudo_id,mobile_brand_name,mobile_model_name,operating_system_version,vendor_id,advertising_id,country,city,app_version,platform,event_value_in_usd,online_time,max_level,ad_format,ad_platform,ad_source,ad_unit_name,currency,placement,revenue,ga_session_id,ga_session_number
ad_impression,8/5/2025,01473f763e38791531a2bcf4a4909f8c,Xiaomi,23124RA7EO,Android 13,,61ce5c9a-42c7-42cd-8108-35bc3e701965,Indonesia,Surabaya,3/2/2002,ANDROID,,1719,6,INTER,ironSource,AppLovin,6da79d681662a5a2,USD,Default,0.001410161,1754401651,1
ad_impression,8/5/2025,01473f763e38791531a2bcf4a4909f8c,Xiaomi,23124RA7EO,Android 13,,61ce5c9a-42c7-42cd-8108-35bc3e701965,Indonesia,Surabaya,3/2/2002,ANDROID,,986,5,INTER,ironSource,Google AdMob,6da79d681662a5a2,USD,Default,0.00125,1754401651,1
ad_impression,8/5/2025,01473f763e38791531a2bcf4a4909f8c,Xiaomi,23124RA7EO,Android 13,,61ce5c9a-42c7-42cd-8108-35bc3e701965,Indonesia,Surabaya,3/2/2002,ANDROID,,415,4,INTER,ironSource,Google AdMob,6da79d681662a5a2,USD,Default,0.00125,1754401651,1
ad_impression,8/5/2025,02d84009a4d5c630d21b6756c83f67c2,Samsung,SM-A705FN,Android 11,,9ef06da6-9beb-4a42-96c2-dd05c031ca9c,France,Jonzac,3/2/2001,ANDROID,,1837,7,INTER,ironSource,Mintegral,6da79d681662a5a2,USD,Default,0.0064975,1754325886,1
ad_impression,8/5/2025,02d84009a4d5c630d21b6756c83f67c2,Samsung,SM-A705FN,Android 11,,9ef06da6-9beb-4a42-96c2-dd05c031ca9c,France,Jonzac,3/2/2001,ANDROID,,3083,8,INTER,ironSource,AppLovin,6da79d681662a5a2,USD,Default,0.005139441,1754325886,1
